"team1","team2","Result","outcome","Year.x","Year.x.x","Rk.x","G.x","W.x","L.x","W.L..x","SRS.x","SOS.x","W.1.x","L.1.x","W.2.x","L.2.x","W.3.x","L.3.x","Tm..x","Opp..x","X.x","MP.x","FG.x","FGA.x","FG..x","X3P.x","X3PA.x","X3P..x","FT.x","FTA.x","FT..x","ORB.x","TRB.x","AST.x","STL.x","BLK.x","TOV.x","PF.x","Year.y","Rk.y","G.y","W.y","L.y","W.L..y","SRS.y","SOS.y","W.1.y","L.1.y","W.2.y","L.2.y","W.3.y","L.3.y","Tm..y","Opp..y","X.y","MP.y","FG.y","FGA.y","FG..y","X3P.y","X3PA.y","X3P..y","FT.y","FTA.y","FT..y","ORB.y","TRB.y","AST.y","STL.y","BLK.y","TOV.y","PF.y"
"Georgia State","Houston","L 55-84",0,19,17,106,33,20,13,0.606,-0.33,-2.17,12,6,11,3,6,9,2442,2312,NA,1325,885,1888,0.469,246,690,0.357,426,658,0.647,334,1174,399,236,140,463,673,17,121,32,21,11,0.656,12.2,3.42,12,6,12,4,6,5,2358,2077,NA,1285,850,1902,0.447,268,681,0.394,390,544,0.717,362,1138,406,170,113,315,601
"Wisconsin","Oregon","L 54-72",0,19,17,345,37,27,10,0.73,19.4,9.4,12,6,15,2,5,5,2678,2308,NA,1500,971,2135,0.455,283,788,0.359,453,703,0.644,460,1377,504,250,130,411,602,17,236,39,33,6,0.846,20.8,8.38,16,2,17,0,7,3,3076,2565,NA,1565,1091,2270,0.481,334,880,0.38,560,787,0.712,412,1431,614,253,248,454,614
"UC-Irvine","Oregon","L 54-73",0,19,17,42,36,21,15,0.583,0.18,-2.7,12,4,11,2,8,9,2514,2331,NA,1450,915,2062,0.444,265,734,0.361,419,611,0.686,402,1429,460,176,154,481,748,17,236,39,33,6,0.846,20.8,8.38,16,2,17,0,7,3,3076,2565,NA,1565,1091,2270,0.481,334,880,0.38,560,787,0.712,412,1431,614,253,248,454,614
"Northeastern","Kansas","L 53-87",0,19,17,219,31,15,16,0.484,-0.78,-0.91,8,10,7,4,7,10,2234,2230,NA,1255,767,1682,0.456,267,728,0.367,433,636,0.681,264,1039,414,170,112,390,522,17,141,36,31,5,0.861,23.53,12.23,16,2,14,1,10,1,2995,2588,NA,1455,1071,2193,0.488,318,787,0.404,535,789,0.678,428,1393,584,250,162,456,639
"Virginia","Oregon","W 53-49",1,19,17,331,34,23,11,0.676,20.63,10.93,11,7,12,4,7,5,2246,1916,NA,1380,839,1823,0.46,232,602,0.385,336,474,0.709,297,1119,473,190,138,324,556,17,236,39,33,6,0.846,20.8,8.38,16,2,17,0,7,3,3076,2565,NA,1565,1091,2270,0.481,334,880,0.38,560,787,0.712,412,1431,614,253,248,454,614
"Saint Louis","Virginia Tech","L 52-66",0,19,17,261,33,12,21,0.364,-6.09,1.85,6,12,10,8,1,10,2026,2288,NA,1330,700,1733,0.404,230,672,0.342,396,597,0.663,279,1093,423,164,95,441,639,17,330,33,22,11,0.667,12.77,8.38,10,8,15,2,4,6,2610,2465,NA,1330,887,1813,0.489,290,720,0.403,546,741,0.737,240,1068,497,131,91,398,543
"Oklahoma","Virginia","L 51-63",0,19,17,232,31,11,20,0.355,11.42,12.62,5,13,8,7,1,9,2262,2299,NA,1265,788,1863,0.423,192,558,0.344,494,685,0.721,361,1173,328,213,147,428,602,17,331,34,23,11,0.676,20.63,10.93,11,7,12,4,7,5,2246,1916,NA,1380,839,1823,0.46,232,602,0.385,336,474,0.709,297,1119,473,190,138,324,556
"Michigan State","Texas Tech","L 51-61",0,19,17,177,35,20,15,0.571,13.67,10.5,10,8,14,2,2,7,2515,2404,NA,1405,905,1927,0.47,273,732,0.373,432,646,0.669,328,1275,591,151,162,490,699,17,313,32,18,14,0.563,14.11,7.86,6,12,16,3,1,9,2346,2146,NA,1300,835,1776,0.47,212,577,0.367,464,633,0.733,299,1050,427,169,98,354,562
"Minnesota","Michigan State","L 50-70",0,19,17,181,34,24,10,0.706,14.56,8.82,11,7,17,3,5,5,2556,2361,NA,1390,887,2037,0.435,209,610,0.343,573,806,0.711,378,1341,507,194,227,393,577,17,177,35,20,15,0.571,13.67,10.5,10,8,14,2,2,7,2515,2404,NA,1405,905,1927,0.47,273,732,0.373,432,646,0.669,328,1275,591,151,162,490,699
"Florida","Michigan","L 49-64",0,19,17,97,36,27,9,0.75,22.4,11.01,14,4,9,1,8,4,2804,2394,NA,1455,953,2118,0.45,278,776,0.358,620,851,0.729,416,1331,450,272,167,431,661,17,178,38,26,12,0.684,18.8,10.17,10,8,15,3,3,8,2851,2523,NA,1535,1002,2076,0.483,361,937,0.385,486,624,0.779,280,1111,527,220,108,348,571
"Oregon","Virginia","L 49-53",0,19,17,236,39,33,6,0.846,20.8,8.38,16,2,17,0,7,3,3076,2565,NA,1565,1091,2270,0.481,334,880,0.38,560,787,0.712,412,1431,614,253,248,454,614,17,331,34,23,11,0.676,20.63,10.93,11,7,12,4,7,5,2246,1916,NA,1380,839,1823,0.46,232,602,0.385,336,474,0.709,297,1119,473,190,138,324,556
"Old Dominion","Purdue","L 48-61",0,19,17,233,31,19,12,0.613,1.94,-1.35,12,6,11,4,7,5,1998,1896,NA,1250,727,1765,0.412,157,485,0.324,387,602,0.643,412,1190,422,196,142,348,566,17,248,35,27,8,0.771,20.13,8.79,14,4,15,2,6,4,2790,2393,NA,1415,980,2044,0.479,315,782,0.403,515,680,0.757,344,1322,640,181,87,455,552
"Michigan","Texas Tech","L 44-63",0,19,17,178,38,26,12,0.684,18.8,10.17,10,8,15,3,3,8,2851,2523,NA,1535,1002,2076,0.483,361,937,0.385,486,624,0.779,280,1111,527,220,108,348,571,17,313,32,18,14,0.563,14.11,7.86,6,12,16,3,1,9,2346,2146,NA,1300,835,1776,0.47,212,577,0.367,464,633,0.733,299,1050,427,169,98,354,562
