".pred_class","truth","X1","team1","team2","Result","year","outcome","Year.x","Random.x","Season.x","SeasonStart.x","Year.y","Random.y","Season.y","SeasonStart.y","Year","List","T1MinutesPlayed","T2MinutesPlayed","T1FieldGoals","T2FieldGoals","T1FieldGoalAttpt","T2FieldGoalAttpt","T1FieldGoalPct","T2FieldGoalPct","T1FieldGoals2P","T2FieldGoals2P","T1FieldGoalAttpt2P","T2FieldGoalAttpt2P","T1FieldGoals2PPct","T2FieldGoals2PPct","T1FieldGoals3P","T2FieldGoals3P","T1FieldGoalAttpt3P","T2FieldGoalAttpt3P","T1FieldGoals3PPct","T2FieldGoals3PPct","T1FreeThrows","T2FreeThrows","T1FreeThrowAttpt","T2FreeThrowAttpt","T1FreeThrowPct","T2FreeThrowPct","T1GamesPlayed","T2GamesPlayed","T1GamesWon","T2GamesWon","T1GamesLost","T2GamesLost","T1WinLossRatio","T2WinLossRatio","T1PointsScored","T2PointsScored","T1FGA","T2FGA","T1R3G","T2R3G","T1Z","T2Z","scorebalance","accurate"
"0","0",589,"Wichita State","Notre Dame","L 70-81",2015,"0",15,911,"2014-15",2014,15,60,"2014-15",2014,15,589,7050,7725,860,1050,1933,2061,0.445,0.509,621,748,1263,1286,0.492,0.582,239,302,670,775,0.357,0.39,501,561,715,756,0.701,0.742,35,38,30,32,5,6,0.857,0.842,2460,2963,0.259293843766167,0.272174672489083,0.18938242280285,0.235031104199067,0.920628970475427,1.10887139817833,-0.188242427702902,0
"0","0",590,"Louisville","Michigan State","L 70-76 (OT)",2015,"0",15,826,"2014-15",2014,15,201,"2014-15",2014,15,590,7249,8025,878,1014,2048,2181,0.429,0.465,680,720,1404,1418,0.484,0.508,198,294,644,763,0.307,0.385,529,451,792,714,0.668,0.632,36,39,27,27,9,12,0.75,0.692,2483,2773,0.258328125,0.206899587345254,0.140817663817664,0.20716149506347,0.929236477109953,1.03776590858876,-0.10852943147881,0
"1","1",596,"Duke","San Diego State","W 68-49",2015,"1",15,17,"2014-15",2014,15,1837,"2014-15",2014,15,596,7850,7276,1099,800,2191,1916,0.502,0.418,816,611,1459,1325,0.559,0.461,283,189,732,591,0.387,0.32,610,437,873,694,0.699,0.63,39,36,35,27,4,9,0.897,0.75,3091,2226,0.278515289821999,0.228194154488518,0.194163125428376,0.142732075471698,1.15677404379656,0.833056946454593,0.323717097341969,0
"1","1",607,"Dayton","Providence","W 66-53",2015,"1",15,986,"2014-15",2014,15,1227,"2014-15",2014,15,607,7225,6850,810,828,1755,1889,0.462,0.438,571,657,1085,1343,0.526,0.489,239,171,670,546,0.357,0.313,580,543,846,768,0.686,0.707,36,34,27,22,9,12,0.75,0.647,2439,2370,0.33068717948718,0.287440974060349,0.220451612903226,0.127250930752048,0.912769942678685,0.886947422775106,0.0258225199035791,0
"0","0",620,"Manhattan","Hampton","L 64-74",2015,"0",15,1507,"2014-15",2014,15,1323,"2014-15",2014,15,620,6700,7025,756,796,1748,1959,0.432,0.406,541,602,1108,1321,0.488,0.456,215,194,640,638,0.336,0.304,573,560,829,859,0.691,0.652,33,35,19,17,14,18,0.576,0.486,2300,2346,0.327711098398169,0.285894844308321,0.194079422382671,0.146822104466313,0.860750663452635,0.877965676721687,-0.0172150132690526,0
"1","1",623,"Kentucky","Cincinnati","W 64-51",2015,"1",15,79,"2014-15",2014,15,2310,"2014-15",2014,15,623,7873,6899,1006,761,2150,1705,0.468,0.446,803,594,1568,1198,0.512,0.496,203,167,582,507,0.349,0.329,685,424,943,633,0.726,0.67,39,34,38,23,1,11,0.974,0.676,2900,2113,0.318426976744186,0.248744868035191,0.129539540816327,0.139234557595993,1.0852943147881,0.790767892119747,0.294526422668358,0
"0","0",629,"Buffalo","West Virginia","L 62-68",2015,"0",15,905,"2014-15",2014,15,668,"2014-15",2014,15,629,6600,7050,837,872,1922,2138,0.435,0.408,638,645,1339,1419,0.476,0.455,199,227,583,719,0.341,0.316,589,571,819,863,0.719,0.662,33,35,23,25,10,10,0.697,0.714,2462,2542,0.306379292403746,0.26721515434986,0.148471247199403,0.160115574348132,0.921377449313212,0.951316602824608,-0.029939153511396,0
"1","0",640,"SMU","UCLA","L 59-60",2015,"0",15,1307,"2014-15",2014,15,541,"2014-15",2014,15,640,6825,7250,832,930,1750,2099,0.475,0.443,687,707,1350,1493,0.509,0.474,145,223,400,606,0.363,0.368,541,507,770,750,0.703,0.676,34,36,27,22,7,14,0.794,0.611,2350,2590,0.30932,0.241543592186756,0.107555555555556,0.149369055592766,0.879462634397257,0.969280094931445,-0.0898174605341879,1
"0","0",643,"Oklahoma","Michigan State","L 58-62",2015,"0",15,776,"2014-15",2014,15,201,"2014-15",2014,15,643,7050,8025,885,1014,2035,2181,0.435,0.465,649,720,1347,1418,0.482,0.508,236,294,688,763,0.343,0.385,495,451,668,714,0.741,0.632,35,39,24,27,11,12,0.686,0.692,2501,2773,0.243237346437346,0.206899587345254,0.175192279138827,0.20716149506347,0.935972786650017,1.03776590858876,-0.101793121938746,0
"0","0",659,"Virginia","Michigan State","L 54-60",2015,"0",15,1844,"2014-15",2014,15,201,"2014-15",2014,15,659,6850,8025,804,1014,1758,2181,0.457,0.465,634,720,1275,1418,0.497,0.508,170,294,483,763,0.352,0.385,446,451,614,714,0.726,0.632,34,39,30,27,4,12,0.882,0.692,2224,2773,0.253563139931741,0.206899587345254,0.133345882352941,0.20716149506347,0.832308467616809,1.03776590858876,-0.205457440971955,0
"0","0",662,"Northern Iowa","Louisville","L 53-66",2015,"0",15,1593,"2014-15",2014,15,826,"2014-15",2014,15,662,7101,7249,776,878,1618,2048,0.48,0.429,519,680,973,1404,0.533,0.484,257,198,645,644,0.398,0.307,472,529,644,792,0.733,0.668,35,36,31,27,4,9,0.886,0.75,2281,2483,0.291750309023486,0.258328125,0.263833504624872,0.140817663817664,0.853640114493678,0.929236477109953,-0.0755963626162749,0
"0","0",666,"Cincinnati","Kentucky","L 51-64",2015,"0",15,2310,"2014-15",2014,15,79,"2014-15",2014,15,666,6899,7873,761,1006,1705,2150,0.446,0.468,594,803,1198,1568,0.496,0.512,167,203,507,582,0.329,0.349,424,685,633,943,0.67,0.726,34,39,23,38,11,1,0.676,0.974,2113,2900,0.248744868035191,0.318426976744186,0.139234557595993,0.129539540816327,0.790767892119747,1.0852943147881,-0.294526422668358,0
"1","1",684,"UNC","Notre Dame","W 88-74",2016,"1",16,3,"2015-16",2015,16,310,"2015-16",2015,16,684,8000,7225,1235,972,2560,2042,0.482,0.476,1011,710,1875,1342,0.539,0.529,224,262,685,700,0.327,0.374,617,498,826,671,0.747,0.742,40,36,33,24,7,12,0.825,0.667,3311,2704,0.24102421875,0.243820763956905,0.119464,0.195081967213115,1.2391067159529,1.01194338868518,0.227163327267717,0
"1","1",685,"Villanova","Iowa","W 87-68",2016,"1",16,12,"2015-16",2015,16,616,"2015-16",2015,16,685,8025,6650,1086,906,2247,2027,0.483,0.447,739,637,1288,1308,0.574,0.487,347,269,959,719,0.362,0.374,599,480,766,669,0.782,0.717,40,33,35,22,5,11,0.875,0.667,3118,2561,0.266582999554962,0.23664183522447,0.269532608695652,0.205585626911315,1.16687850810666,0.958427151783564,0.208451356323095,0
"1","1",686,"Villanova","UNC Asheville","W 86-56",2016,"1",16,12,"2015-16",2015,16,650,"2015-16",2015,16,686,8025,6851,1086,898,2247,1973,0.483,0.455,739,703,1288,1370,0.574,0.513,347,195,959,603,0.362,0.323,599,561,766,808,0.782,0.694,40,34,35,22,5,12,0.875,0.647,3118,2552,0.266582999554962,0.284212873796249,0.269532608695652,0.142167153284672,1.16687850810666,0.955058997013532,0.211819511093127,0
"0","0",687,"Indiana","UNC","L 86-101",2016,"0",16,83,"2015-16",2015,16,3,"2015-16",2015,16,687,7025,8000,1021,1235,2034,2560,0.502,0.482,676,1011,1203,1875,0.562,0.539,345,224,831,685,0.415,0.327,504,617,688,826,0.733,0.747,35,40,27,33,8,7,0.771,0.825,2891,3311,0.247937069813176,0.24102421875,0.286670822942643,0.119464,1.08192616001807,1.2391067159529,-0.157180555934829,0
"0","1",690,"Little Rock","Purdue","W 85-83 (2OT)",2016,"1",16,811,"2015-16",2015,16,275,"2015-16",2015,16,690,7074,7075,886,960,1958,2042,0.453,0.47,620,692,1265,1311,0.49,0.528,266,268,693,731,0.384,0.367,449,538,616,723,0.729,0.744,35,35,30,26,5,9,0.857,0.743,2487,2726,0.229348314606742,0.263424094025465,0.210365217391304,0.204635392829901,0.930733434785523,1.02017665590082,-0.0894432211152956,-1
"1","0",702,"Michigan State","Middle Tenn.","L 81-90",2016,"0",16,171,"2015-16",2015,16,674,"2015-16",2015,16,702,7050,7025,1009,909,2078,2025,0.486,0.449,688,630,1339,1309,0.514,0.481,321,279,739,716,0.434,0.39,454,442,623,718,0.729,0.616,35,35,29,25,6,10,0.829,0.714,2793,2539,0.218559672762271,0.218413827160494,0.239526512322629,0.213323147440795,1.04525069696661,0.95019388456793,0.0950568123986824,1
"0","0",703,"VCU","Oklahoma","L 81-85",2016,"0",16,191,"2015-16",2015,16,65,"2015-16",2015,16,703,7250,7476,1010,1018,2238,2225,0.451,0.458,748,636,1493,1319,0.501,0.482,262,382,745,906,0.352,0.422,499,530,721,734,0.692,0.722,36,37,25,29,11,8,0.694,0.784,2781,2948,0.22293655049151,0.238178876404494,0.175646349631614,0.289865049279757,1.0407598239399,1.10325780689494,-0.0624979829550392,0
"0","0",727,"Notre Dame","UNC","L 74-88",2016,"0",16,310,"2015-16",2015,16,3,"2015-16",2015,16,727,7225,8000,972,1235,2042,2560,0.476,0.482,710,1011,1342,1875,0.529,0.539,262,224,700,685,0.374,0.327,498,617,671,826,0.742,0.747,36,40,24,33,12,7,0.667,0.825,2704,3311,0.243820763956905,0.24102421875,0.195081967213115,0.119464,1.01194338868518,1.2391067159529,-0.227163327267717,0
"0","0",734,"Texas","Northern Iowa","L 72-75",2016,"0",16,1291,"2015-16",2015,16,861,"2015-16",2015,16,734,6650,7275,814,849,1884,1864,0.432,0.455,582,551,1203,1068,0.484,0.516,232,298,681,796,0.341,0.374,495,479,743,633,0.666,0.757,33,36,20,23,13,13,0.606,0.639,2355,2475,0.262652866242038,0.25707135193133,0.193034912718205,0.278749063670412,0.88133383149172,0.926242561758814,-0.0449087302670941,0
"1","1",739,"Wichita State","Vanderbilt","W 70-50",2016,"1",16,682,"2015-16",2015,16,756,"2015-16",2015,16,739,7050,6649,867,857,2023,1879,0.429,0.456,617,584,1252,1165,0.493,0.501,250,273,771,714,0.324,0.382,551,519,768,747,0.717,0.695,35,33,26,19,9,14,0.743,0.576,2535,2506,0.272197726149283,0.27629856306546,0.199523961661342,0.234118454935622,0.948696926892361,0.93784398374448,0.010852943147881,0
"0","1",740,"Providence","USC","W 70-69",2016,"1",16,573,"2015-16",2015,16,250,"2015-16",2015,16,740,7075,6900,881,982,2093,2138,0.421,0.459,632,716,1317,1450,0.48,0.494,249,266,776,688,0.321,0.387,566,507,781,750,0.725,0.676,35,34,24,21,11,13,0.686,0.618,2577,2737,0.270532728141424,0.237137511693171,0.189138952164009,0.183624827586207,0.964414982485843,1.02429328950864,-0.059878307022792,-1
"1","1",750,"Gonzaga","Seton Hall","W 68-52",2016,"1",16,117,"2015-16",2015,16,713,"2015-16",2015,16,750,7225,6825,1011,892,2081,1999,0.486,0.446,730,686,1343,1405,0.544,0.488,281,206,738,594,0.381,0.347,537,532,708,808,0.758,0.658,36,34,28,25,8,9,0.778,0.735,2840,2522,0.257887554060548,0.265964982491246,0.209365599404319,0.146703202846975,1.06283994965456,0.943831814446759,0.119008135207799,0
"0","0",760,"Kentucky","Indiana","L 67-73",2016,"0",16,103,"2015-16",2015,16,83,"2015-16",2015,16,760,7275,7025,1028,1021,2149,2034,0.478,0.502,784,676,1483,1203,0.529,0.562,244,345,666,831,0.366,0.415,561,504,813,688,0.69,0.733,36,35,27,27,9,8,0.75,0.771,2861,2891,0.261037691949744,0.247937069813176,0.164366824005394,0.286670822942643,1.0706989774513,1.08192616001807,-0.0112271825667736,0
"0","1",763,"Wisconsin","Xavier","W 66-63",2016,"1",16,1213,"2015-16",2015,16,251,"2015-16",2015,16,763,7050,6800,816,928,1917,2054,0.426,0.452,587,673,1261,1352,0.466,0.498,229,255,656,702,0.349,0.363,512,626,728,857,0.703,0.73,35,34,22,28,13,6,0.629,0.824,2373,2737,0.266971309337507,0.304581304771178,0.181557494052339,0.188480769230769,0.888070141031784,1.02429328950864,-0.136223148476852,-1
"1","0",767,"Green Bay","Texas A&M","L 65-92",2016,"0",16,38,"2015-16",2015,16,135,"2015-16",2015,16,767,7275,7500,1048,991,2350,2208,0.446,0.449,793,710,1620,1384,0.49,0.513,255,281,730,824,0.349,0.341,662,565,1007,841,0.657,0.672,36,37,23,28,13,9,0.639,0.757,3013,2828,0.281531489361702,0.25595652173913,0.157265432098765,0.203023121387283,1.12758336912295,1.05834907662785,0.0692342924951033,1
"1","1",771,"Villanova","Kansas","W 64-59",2016,"1",16,12,"2015-16",2015,16,21,"2015-16",2015,16,771,8025,7700,1086,1092,2247,2207,0.483,0.495,739,788,1288,1479,0.574,0.533,347,304,959,728,0.362,0.418,599,601,766,843,0.782,0.713,40,38,35,33,5,5,0.875,0.868,3118,3089,0.266582999554962,0.272342093339375,0.269532608695652,0.205749830966869,1.16687850810666,1.15602556495878,0.010852943147881,0
"0","0",777,"Tulsa","Michigan","L 62-67",2016,"0",16,1285,"2015-16",2015,16,391,"2015-16",2015,16,777,6450,7225,821,947,1849,2048,0.444,0.462,602,605,1178,1147,0.511,0.527,219,342,671,901,0.326,0.38,495,420,731,569,0.677,0.738,32,36,20,23,12,13,0.625,0.639,2356,2656,0.267651162790698,0.2050400390625,0.185692699490662,0.298500435919791,0.881708070910612,0.993979896578347,-0.112271825667735,0
"0","0",779,"Texas Tech","Butler","L 61-71",2016,"0",16,1488,"2015-16",2015,16,425,"2015-16",2015,16,779,6475,6625,785,918,1754,1969,0.448,0.466,600,682,1220,1368,0.492,0.499,185,236,534,601,0.346,0.393,550,566,741,774,0.742,0.731,32,33,19,22,13,11,0.594,0.667,2305,2638,0.313467502850627,0.28735093956323,0.151445901639344,0.172655701754386,0.862621860547097,0.987243587038283,-0.124621726491186,0
"0","0",780,"Little Rock","Iowa State","L 61-78",2016,"0",16,811,"2015-16",2015,16,102,"2015-16",2015,16,780,7074,7075,886,1087,1958,2159,0.453,0.503,620,794,1265,1401,0.49,0.567,266,293,693,758,0.384,0.387,449,395,616,563,0.729,0.702,35,35,30,23,5,12,0.857,0.657,2487,2862,0.229348314606742,0.183059749884206,0.210365217391304,0.20938329764454,0.930733434785523,1.07107321687019,-0.140339782084669,0
"0","0",781,"UConn","Kansas","L 61-73",2016,"0",16,441,"2015-16",2015,16,21,"2015-16",2015,16,781,7302,7700,944,1092,2078,2207,0.454,0.495,689,788,1379,1479,0.5,0.533,255,304,699,728,0.365,0.418,488,601,615,843,0.793,0.713,36,38,25,33,11,5,0.694,0.868,2631,3089,0.234694417709336,0.272342093339375,0.185014503263234,0.205749830966869,0.984623911106036,1.15602556495878,-0.171401653852742,0
"0","1",785,"Holy Cross","Southern","W 59-55",2016,"1",16,1669,"2015-16",2015,16,684,"2015-16",2015,16,785,7125,7000,775,909,1879,2046,0.412,0.444,524,698,1110,1436,0.472,0.486,251,211,769,610,0.326,0.346,466,505,678,754,0.687,0.67,35,35,15,22,20,13,0.429,0.629,2267,2534,0.247890367216605,0.246911045943304,0.22585045045045,0.146977715877437,0.848400762629184,0.948322687473468,-0.0999219248442841,-1
"0","0",786,"Utah","Gonzaga","L 59-82",2016,"0",16,197,"2015-16",2015,16,117,"2015-16",2015,16,786,7301,7225,977,1011,2000,2081,0.489,0.486,704,730,1254,1343,0.561,0.544,273,281,746,738,0.366,0.381,551,537,764,708,0.721,0.758,36,36,27,28,9,8,0.75,0.778,2778,2840,0.275422,0.257887554060548,0.217732057416268,0.209365599404319,1.03963710568323,1.06283994965456,-0.0232028439713319,0
"0","0",788,"Stony Brook","Kentucky","L 57-85",2016,"0",16,730,"2015-16",2015,16,103,"2015-16",2015,16,788,6625,7275,933,1028,1992,2149,0.468,0.478,713,784,1394,1483,0.511,0.529,220,244,598,666,0.368,0.366,429,561,637,813,0.673,0.69,33,36,26,27,7,9,0.788,0.75,2515,2861,0.215211345381526,0.261037691949744,0.157865136298422,0.164366824005394,0.941212138514512,1.0706989774513,-0.129486838936788,0
"0","0",789,"Wichita State","Miami (FL)","L 57-65",2016,"0",16,682,"2015-16",2015,16,436,"2015-16",2015,16,789,7050,7026,867,907,2023,1895,0.429,0.479,617,666,1252,1252,0.493,0.532,250,241,771,643,0.324,0.375,551,578,768,772,0.717,0.749,35,35,26,27,9,8,0.743,0.771,2535,2633,0.272197726149283,0.305133509234828,0.199523961661342,0.192591853035144,0.948696926892361,0.985372389943821,-0.0366754630514601,0
"1","0",793,"Southern","Holy Cross","L 55-59",2016,"0",16,684,"2015-16",2015,16,1669,"2015-16",2015,16,793,7000,7125,909,775,2046,1879,0.444,0.412,698,524,1436,1110,0.486,0.472,211,251,610,769,0.346,0.326,505,466,754,678,0.67,0.687,35,35,22,15,13,20,0.629,0.429,2534,2267,0.246911045943304,0.247890367216605,0.146977715877437,0.22585045045045,0.948322687473468,0.848400762629184,0.0999219248442841,1
"1","0",794,"Arizona","Wichita State","L 55-65",2016,"0",16,255,"2015-16",2015,16,682,"2015-16",2015,16,794,6950,7050,946,867,1970,2023,0.48,0.429,725,617,1390,1252,0.522,0.493,221,250,580,771,0.381,0.324,622,551,863,768,0.721,0.717,34,35,25,26,9,9,0.735,0.743,2735,2535,0.31584923857868,0.272197726149283,0.158978417266187,0.199523961661342,1.02354481067085,0.948696926892361,0.0748478837784899,1
"0","0",796,"Seton Hall","Gonzaga","L 52-68",2016,"0",16,713,"2015-16",2015,16,117,"2015-16",2015,16,796,6825,7225,892,1011,1999,2081,0.446,0.486,686,730,1405,1343,0.488,0.544,206,281,594,738,0.347,0.381,532,537,808,708,0.658,0.758,34,36,25,28,9,8,0.735,0.778,2522,2840,0.265964982491246,0.257887554060548,0.146703202846975,0.209365599404319,0.943831814446759,1.06283994965456,-0.119008135207799,0
"0","0",799,"Oklahoma","Villanova","L 51-95",2016,"0",16,65,"2015-16",2015,16,12,"2015-16",2015,16,799,7476,8025,1018,1086,2225,2247,0.458,0.483,636,739,1319,1288,0.482,0.574,382,347,906,959,0.422,0.362,530,599,734,766,0.722,0.782,37,40,29,35,8,5,0.784,0.875,2948,3118,0.238178876404494,0.266582999554962,0.289865049279757,0.269532608695652,1.10325780689494,1.16687850810666,-0.0636207012117165,0
"0","0",803,"Hampton","Virginia","L 45-81",2016,"0",16,1253,"2015-16",2015,16,460,"2015-16",2015,16,803,6525,7425,810,964,1967,1964,0.412,0.491,604,740,1289,1407,0.469,0.526,206,224,678,557,0.304,0.402,537,474,815,630,0.659,0.752,32,37,21,29,11,8,0.656,0.784,2363,2626,0.273047788510422,0.24122199592668,0.159900698215671,0.159142857142857,0.884327746842859,0.982752714011573,-0.0984249671687143,0
"1","1",806,"Arizona","North Dakota","W 100-82",2017,"1",17,129,"2016-17",2016,17,570,"2016-17",2016,17,806,7400,6500,977,926,2048,1919,0.477,0.483,733,698,1423,1334,0.515,0.523,244,228,625,585,0.39,0.39,635,498,830,698,0.765,0.713,37,32,32,22,5,10,0.865,0.688,2833,2578,0.3100341796875,0.259340281396561,0.171293042867182,0.171026986506747,1.06022027372231,0.964789221904736,0.0954310518175746,0
"1","1",811,"Oregon","Iona","W 93-77",2017,"1",17,25,"2016-17",2016,17,155,"2016-17",2016,17,811,7825,7075,1091,979,2270,2155,0.481,0.454,757,637,1390,1293,0.545,0.493,334,342,880,862,0.38,0.397,560,513,787,668,0.712,0.768,39,35,33,22,6,13,0.846,0.629,3076,2813,0.246847577092511,0.238062180974478,0.240575539568345,0.264666666666667,1.15116045251318,1.05273548534446,0.0984249671687143,0
"1","0",816,"Oklahoma State","Michigan","L 91-92",2017,"0",17,136,"2016-17",2016,17,109,"2016-17",2016,17,816,6601,7675,957,1002,2050,2076,0.467,0.483,663,641,1318,1139,0.503,0.563,294,361,732,937,0.402,0.385,620,486,786,624,0.789,0.779,33,38,20,26,13,12,0.606,0.684,2828,2851,0.302514146341463,0.234150289017341,0.223265553869499,0.316720807726076,1.05834907662785,1.06695658326237,-0.00860750663452636,1
"1","1",827,"Wisconsin","Virginia Tech","W 84-74",2017,"1",17,358,"2016-17",2016,17,498,"2016-17",2016,17,827,7500,6650,971,887,2135,1813,0.455,0.489,688,597,1347,1093,0.511,0.546,283,290,788,720,0.359,0.403,453,546,703,741,0.644,0.737,37,33,27,22,10,11,0.73,0.667,2678,2610,0.212052459016393,0.301222835079978,0.210016332590943,0.265471180237877,1.00221316379398,0.976764883309294,0.0254482804846866,0
"0","1",828,"Rhode Island","Creighton","W 84-72",2017,"1",17,574,"2016-17",2016,17,101,"2016-17",2016,17,828,7025,7000,916,1078,2019,2137,0.454,0.504,699,774,1366,1371,0.512,0.565,217,304,653,766,0.332,0.397,528,404,791,592,0.668,0.682,35,35,25,25,10,10,0.714,0.714,2577,2864,0.261707776126795,0.188930276087974,0.158708638360176,0.221810357403355,0.964414982485843,1.07182169570798,-0.107406713222133,-1
"1","1",835,"Middle Tenn.","Minnesota","W 81-72",2017,"1",17,322,"2016-17",2016,17,637,"2016-17",2016,17,835,7225,6950,1014,887,2077,2037,0.488,0.435,786,678,1455,1427,0.54,0.475,228,209,622,610,0.367,0.343,441,573,631,806,0.699,0.711,36,34,31,24,5,10,0.861,0.706,2697,2556,0.212358690418873,0.281328424153166,0.156889347079038,0.146622284512964,1.00932371275294,0.956555954689102,0.0527677580638355,0
"0","0",838,"Fla. Gulf Coast","Florida State","L 80-86",2017,"0",17,316,"2016-17",2016,17,93,"2016-17",2016,17,838,6850,7000,1007,1036,2017,2146,0.499,0.483,786,803,1381,1475,0.569,0.544,221,233,636,671,0.347,0.347,466,568,664,824,0.702,0.689,34,35,26,26,8,9,0.765,0.743,2701,2873,0.231099652949926,0.264555452003728,0.159805937726285,0.157855593220339,1.01082067042851,1.07518985047801,-0.0643691800495014,0
"1","1",839,"Purdue","Vermont","W 80-70",2017,"1",17,174,"2016-17",2016,17,591,"2016-17",2016,17,839,7075,6999,980,943,2044,1909,0.479,0.494,665,714,1262,1288,0.527,0.554,315,229,782,621,0.403,0.369,515,456,680,651,0.757,0.7,35,35,27,29,8,6,0.771,0.829,2790,2571,0.251839530332681,0.238711367207962,0.249719492868463,0.177910714285714,1.04412797870994,0.962169545972489,0.0819584327374466,0
"1","1",847,"Louisville","Jacksonville St.","W 78-63",2017,"1",17,453,"2016-17",2016,17,1001,"2016-17",2016,17,847,6850,7050,952,857,2085,1869,0.457,0.459,714,599,1415,1184,0.505,0.506,238,258,670,685,0.355,0.377,486,462,708,647,0.686,0.714,34,35,25,20,9,15,0.735,0.571,2628,2434,0.232943884892086,0.247168539325843,0.168091872791519,0.218112331081081,0.983501192849358,0.910898745584223,0.0726024472651352,0
"1","0",850,"VCU","Saint Mary's","L 77-85",2017,"0",17,485,"2016-17",2016,17,945,"2016-17",2016,17,850,7100,6800,945,892,2050,1797,0.461,0.496,746,599,1448,1053,0.515,0.569,199,293,602,744,0.331,0.394,527,372,747,499,0.705,0.745,35,34,26,29,9,5,0.743,0.853,2616,2449,0.256895121951219,0.206875347801892,0.137611878453039,0.278381766381766,0.979010319822649,0.91651233686761,0.0624979829550392,1
"1","1",851,"Arkansas","Seton Hall","W 77-71",2017,"1",17,105,"2016-17",2016,17,1063,"2016-17",2016,17,851,7200,6675,997,872,2165,1949,0.461,0.447,764,670,1527,1351,0.5,0.496,233,202,638,598,0.365,0.338,628,471,825,733,0.761,0.643,36,33,26,21,10,12,0.722,0.636,2855,2417,0.289988452655889,0.241826064648538,0.152501637197119,0.149610658771281,1.06845354093794,0.904536675463051,0.163916865474893,0
"0","1",853,"South Carolina","Florida","W 77-70",2017,"1",17,303,"2016-17",2016,17,164,"2016-17",2016,17,853,7525,7275,924,953,2197,2119,0.421,0.45,676,675,1464,1343,0.462,0.503,248,278,733,776,0.338,0.358,611,620,874,851,0.699,0.729,37,36,26,27,11,9,0.703,0.75,2707,2804,0.278072826581702,0.292769702689948,0.16923087431694,0.206856291883842,1.01306610694186,1.04936733057443,-0.0363012236325677,-1
"1","1",863,"Cincinnati","Kansas State","W 75-61",2017,"1",17,366,"2016-17",2016,17,710,"2016-17",2016,17,863,7250,7025,969,869,2116,1883,0.458,0.461,705,622,1352,1200,0.521,0.518,264,247,764,683,0.346,0.362,472,538,688,775,0.686,0.694,36,35,30,21,6,14,0.833,0.6,2674,2523,0.223047258979206,0.285634625597451,0.195520710059172,0.206038333333333,1.00071620611841,0.944206053865651,0.05651015225276,0
"0","0",867,"Virginia Tech","Wisconsin","L 74-84",2017,"0",17,498,"2016-17",2016,17,358,"2016-17",2016,17,867,6650,7500,887,971,1813,2135,0.489,0.455,597,688,1093,1347,0.546,0.511,290,283,720,788,0.403,0.359,546,453,741,703,0.737,0.644,33,37,22,27,11,10,0.667,0.73,2610,2678,0.301222835079978,0.212052459016393,0.265471180237877,0.210016332590943,0.976764883309294,1.00221316379398,-0.0254482804846866,0
"1","0",871,"New Mexico St.","Baylor","L 73-91",2017,"0",17,357,"2016-17",2016,17,655,"2016-17",2016,17,871,6825,7000,913,921,1957,1956,0.467,0.471,661,691,1210,1315,0.546,0.525,252,230,747,641,0.337,0.359,600,478,843,661,0.712,0.723,34,35,28,27,6,8,0.824,0.771,2678,2550,0.306702095043434,0.244326687116564,0.208048760330579,0.174995437262357,1.00221316379398,0.954310518175747,0.0479026456182335,1
"0","0",872,"Marquette","South Carolina","L 73-93",2017,"0",17,443,"2016-17",2016,17,303,"2016-17",2016,17,872,6425,7525,919,924,1888,2197,0.487,0.421,583,676,1105,1464,0.528,0.462,336,248,783,733,0.429,0.338,457,611,585,874,0.781,0.699,32,37,19,26,13,11,0.594,0.703,2631,2707,0.241994173728814,0.278072826581702,0.303988235294118,0.16923087431694,0.984623911106036,1.01306610694186,-0.0284421958358261,0
"0","1",875,"Xavier","Arizona","W 73-71",2017,"1",17,124,"2016-17",2016,17,129,"2016-17",2016,17,875,7625,7400,981,977,2148,2048,0.457,0.477,714,733,1372,1423,0.52,0.515,267,244,776,625,0.344,0.39,607,635,881,830,0.689,0.765,38,37,24,32,14,5,0.632,0.865,2836,2833,0.282592644320298,0.3100341796875,0.194565597667638,0.171293042867182,1.06134299197899,1.06022027372231,0.00112271825667754,-1
"1","0",879,"Creighton","Rhode Island","L 72-84",2017,"0",17,101,"2016-17",2016,17,574,"2016-17",2016,17,879,7000,7025,1078,916,2137,2019,0.504,0.454,774,699,1371,1366,0.565,0.512,304,217,766,653,0.397,0.332,404,528,592,791,0.682,0.668,35,35,25,25,10,10,0.714,0.714,2864,2577,0.188930276087974,0.261707776126795,0.221810357403355,0.158708638360176,1.07182169570798,0.964414982485843,0.107406713222133,1
"1","1",880,"UNC","Arkansas","W 72-65",2017,"1",17,2,"2016-17",2016,17,105,"2016-17",2016,17,880,8025,7200,1226,997,2633,2165,0.466,0.461,943,764,1835,1527,0.514,0.5,283,233,798,638,0.355,0.365,642,628,916,825,0.701,0.761,40,36,33,26,7,10,0.825,0.722,3377,2855,0.243872388909989,0.289988452655889,0.154381471389646,0.152501637197119,1.2638065175998,1.06845354093794,0.195352976661859,0
